n,gamma,gamma_dps,source
349,610.83916293773940692670253776777883271190419809090,50,mpmath.zetazero (mpmath python)
350,611.77420962088720463516836197265696690447853029777,50,mpmath.zetazero (mpmath python)
351,613.59977867563711940518645618591430339691642090553,50,mpmath.zetazero (mpmath python)
352,614.64623787223262152555308398761923505230256826124,50,mpmath.zetazero (mpmath python)
353,615.53856336940702785347426589569947438997134735452,50,mpmath.zetazero (mpmath python)
354,618.11283136644237338254022702458092636326341620535,50,mpmath.zetazero (mpmath python)
355,619.18448259795363424902814642431181239404384765693,50,mpmath.zetazero (mpmath python)
356,620.27289367222752191908557259479289640139736895864,50,mpmath.zetazero (mpmath python)
357,621.70929452794862295729863306084837185651102775009,50,mpmath.zetazero (mpmath python)
358,622.37500273977900921788154377912352267103459252674,50,mpmath.zetazero (mpmath python)
359,624.26990001817788083477294703874997387053697171756,50,mpmath.zetazero (mpmath python)
360,626.01928342765438219833621740589555995542675472368,50,mpmath.zetazero (mpmath python)
361,627.26839685078302075199764559638329756949978773426,50,mpmath.zetazero (mpmath python)
362,628.32586235946036193594381566512153583961593831654,50,mpmath.zetazero (mpmath python)
363,630.47388743829204587060658677634854985010398826908,50,mpmath.zetazero (mpmath python)
364,630.80578092719753264187172524814688683398729668951,50,mpmath.zetazero (mpmath python)
365,632.22514116711595195215470592961046845728508753879,50,mpmath.zetazero (mpmath python)
366,633.54685825225177748419713345878245928787431763719,50,mpmath.zetazero (mpmath python)
367,635.52380031060545381052558175111789060579179340710,50,mpmath.zetazero (mpmath python)
368,637.39719315983730717374807428792947825832766657770,50,mpmath.zetazero (mpmath python)
369,637.92551398082258109342883971652389507571653769889,50,mpmath.zetazero (mpmath python)
370,638.92793826685677019377269092137186219209933838508,50,mpmath.zetazero (mpmath python)
371,640.69479466882566762318753849869779520897346861532,50,mpmath.zetazero (mpmath python)
372,641.94549966570529454537853855321741111053380427695,50,mpmath.zetazero (mpmath python)
373,643.27888378139788936114336280335710521951607979610,50,mpmath.zetazero (mpmath python)
374,644.99057822974800251244371232469925862593880821183,50,mpmath.zetazero (mpmath python)
375,646.34819159550159203388094162166237653809386286227,50,mpmath.zetazero (mpmath python)
376,647.76175300428888379376680895224885011204812331853,50,mpmath.zetazero (mpmath python)
377,648.78640088878244077108013376947459835963018375388,50,mpmath.zetazero (mpmath python)
378,650.19751934525645908325389759235632352595936678873,50,mpmath.zetazero (mpmath python)
379,650.66868389139598253056063305467549162182599336152,50,mpmath.zetazero (mpmath python)
380,653.64957160539469190208686495944932715711389173687,50,mpmath.zetazero (mpmath python)
381,654.30192058631934227547061632298174212511263231834,50,mpmath.zetazero (mpmath python)
382,655.70946302235563631602674275039580428887720794095,50,mpmath.zetazero (mpmath python)
383,656.96408459946061742286989658576392779256833847989,50,mpmath.zetazero (mpmath python)
384,658.17561441860539974487980790927664581494713036111,50,mpmath.zetazero (mpmath python)
385,659.66384597296410783116518214602363556440412561505,50,mpmath.zetazero (mpmath python)
386,660.71673259527927005215888125181468504716008252771,50,mpmath.zetazero (mpmath python)
387,662.29658643110041064437826639180563902861980836016,50,mpmath.zetazero (mpmath python)
388,664.24460465227301344989025726143772787018797039547,50,mpmath.zetazero (mpmath python)
389,665.34276309559904054278816979251601823023739860821,50,mpmath.zetazero (mpmath python)
390,666.51514770417296054877509581923204282259769131543,50,mpmath.zetazero (mpmath python)
391,667.14849489455542994106921327453273594950037339060,50,mpmath.zetazero (mpmath python)
392,668.97584882023513140619227966226342889490802847659,50,mpmath.zetazero (mpmath python)
393,670.32358520586258403442955331722175844991114495137,50,mpmath.zetazero (mpmath python)
394,672.45818358416973418136508633517800576390510602320,50,mpmath.zetazero (mpmath python)
395,673.04357828614764577013104065132060001026139760457,50,mpmath.zetazero (mpmath python)
396,674.35589781012316789615632010608790099854665405915,50,mpmath.zetazero (mpmath python)
397,676.13967436362674820317813571434343052525395905081,50,mpmath.zetazero (mpmath python)
398,677.23018066876397324785479956961293230109061775816,50,mpmath.zetazero (mpmath python)
399,677.80044474622133491893875739326947147982294768474,50,mpmath.zetazero (mpmath python)
400,679.74219788252821771952593891126999534561355141590,50,mpmath.zetazero (mpmath python)
401,681.89499153315188910945241108136765727856287475357,50,mpmath.zetazero (mpmath python)
402,682.60273501975054548754083664487118909593475814156,50,mpmath.zetazero (mpmath python)
403,684.01354981386950523619412795879451961666367402314,50,mpmath.zetazero (mpmath python)
404,684.97262986209845254573666173834441324919214174688,50,mpmath.zetazero (mpmath python)
405,686.16322358772794960347300671138851539343355925243,50,mpmath.zetazero (mpmath python)
406,687.96154318470364848279633748968503552776179926549,50,mpmath.zetazero (mpmath python)
407,689.36894136227236842325519282517255090091783252928,50,mpmath.zetazero (mpmath python)
408,690.47473503235039769394308945390297172967334709694,50,mpmath.zetazero (mpmath python)
409,692.45168441552084884984665236505928143026257010537,50,mpmath.zetazero (mpmath python)
410,693.17697006060182484562309750809318195071298611934,50,mpmath.zetazero (mpmath python)
411,694.53390869987314001563070454193222442870066417217,50,mpmath.zetazero (mpmath python)
412,695.72633592092673016780142822772933989302535527036,50,mpmath.zetazero (mpmath python)
413,696.62606990034561497090281851956110505693661086623,50,mpmath.zetazero (mpmath python)
414,699.13209547601350671081616958795116431276698619702,50,mpmath.zetazero (mpmath python)
415,700.29673913214349456801214984411023181921683498856,50,mpmath.zetazero (mpmath python)
416,701.30174295464615568517391403947574389961963735052,50,mpmath.zetazero (mpmath python)
417,702.22734314576050011943531981033740797564479952088,50,mpmath.zetazero (mpmath python)
418,704.03383929552530932265307229582600395672710410441,50,mpmath.zetazero (mpmath python)
419,705.12581395461922766686747943943914292199866155484,50,mpmath.zetazero (mpmath python)
420,706.18465479951791902581098501600108727211321719331,50,mpmath.zetazero (mpmath python)
421,708.26907088510989999526902863962964910897093626995,50,mpmath.zetazero (mpmath python)
422,709.22958857028430070903469330356195235117516867260,50,mpmath.zetazero (mpmath python)
423,711.13027417968543156547485639037759778219259816104,50,mpmath.zetazero (mpmath python)
424,711.90028991437531203891507905321160443800037816495,50,mpmath.zetazero (mpmath python)
425,712.74938347010129025461057436722149992899246236639,50,mpmath.zetazero (mpmath python)
426,714.08277182066939307692452716596826726454072115973,50,mpmath.zetazero (mpmath python)
427,716.11239645405211014818202647593088037330662910792,50,mpmath.zetazero (mpmath python)
428,717.48256970310019071444189757932269776663416397032,50,mpmath.zetazero (mpmath python)
429,718.74278654548589398844918268490937186504849680449,50,mpmath.zetazero (mpmath python)
430,719.69710098836566513269096089758873060134033541444,50,mpmath.zetazero (mpmath python)
431,721.35116221853641712838615869635834299519437198887,50,mpmath.zetazero (mpmath python)
432,722.27750497567423734037614366018581253586977206164,50,mpmath.zetazero (mpmath python)
433,723.84582104512841551167192240368018952881056716620,50,mpmath.zetazero (mpmath python)
434,724.56261389037907959224621677140485132836011012300,50,mpmath.zetazero (mpmath python)
435,727.05640323004938161764840527789085476994318220874,50,mpmath.zetazero (mpmath python)
436,728.40548158893406003474435523293102560478739161113,50,mpmath.zetazero (mpmath python)
437,728.75874979561426856613063227339048608224722014064,50,mpmath.zetazero (mpmath python)
438,730.41648212275643470994403935435784668154548196756,50,mpmath.zetazero (mpmath python)
439,731.41735491859852508074935696029530201024254053724,50,mpmath.zetazero (mpmath python)
440,732.81805271449984920856752688777101730649808658275,50,mpmath.zetazero (mpmath python)
441,734.78964325237799425231251000340454802699608532225,50,mpmath.zetazero (mpmath python)
442,735.76545920857832107693218880523229800239327456881,50,mpmath.zetazero (mpmath python)
443,737.05292891226530804231054087698881942335873369410,50,mpmath.zetazero (mpmath python)
444,738.58042117137382252170544809171004427449004010089,50,mpmath.zetazero (mpmath python)
445,739.90952367404194402970095938783325152042961510624,50,mpmath.zetazero (mpmath python)
446,740.57380744729501051503597159715307132466498540546,50,mpmath.zetazero (mpmath python)
447,741.75733557294167327586116200279170817867889003810,50,mpmath.zetazero (mpmath python)
448,743.89501314247365938155014919786613528715040909967,50,mpmath.zetazero (mpmath python)
449,745.34498955061187432564054848359263020844005583418,50,mpmath.zetazero (mpmath python)
450,746.49930589943232950960500661862737987796761997637,50,mpmath.zetazero (mpmath python)
451,747.67456362426952835956936787295266496304331001683,50,mpmath.zetazero (mpmath python)
452,748.24275446508454786850329469893412154823624416740,50,mpmath.zetazero (mpmath python)
453,750.65595036212429986680743837029462665506838700627,50,mpmath.zetazero (mpmath python)
454,750.96638106665083726845841969542878542278624129092,50,mpmath.zetazero (mpmath python)
455,752.88762156720237474950770500312655894041710689617,50,mpmath.zetazero (mpmath python)
456,754.32237047171267268510308625059281433180414811161,50,mpmath.zetazero (mpmath python)
457,755.83930897603782987279244037000438795680333839423,50,mpmath.zetazero (mpmath python)
458,756.76824843995093072013321023474403428866005119912,50,mpmath.zetazero (mpmath python)
459,758.10172924641258341148976829104399042016855796594,50,mpmath.zetazero (mpmath python)
460,758.90023822489237476743539290540975648236121803363,50,mpmath.zetazero (mpmath python)
461,760.28236698351206453186960086210369967698603271539,50,mpmath.zetazero (mpmath python)
462,762.70003324969105472806899990857665316550864631499,50,mpmath.zetazero (mpmath python)
463,763.59306617283722299697324717266435254441760779859,50,mpmath.zetazero (mpmath python)
464,764.30752272418022173625122582555298372546570807080,50,mpmath.zetazero (mpmath python)
465,766.08754009983620539442246482692112535039974719806,50,mpmath.zetazero (mpmath python)
466,767.21847215553951408249941016240426487717248612139,50,mpmath.zetazero (mpmath python)
467,768.28146180650923082345666502621489832784380405636,50,mpmath.zetazero (mpmath python)
468,769.69340725262442432500665491041905468090665952095,50,mpmath.zetazero (mpmath python)
469,771.07083931367831632118722191611928924948523847242,50,mpmath.zetazero (mpmath python)
470,772.96161756575702433782916594526840967084190364857,50,mpmath.zetazero (mpmath python)
471,774.11774462794050740214190939655718899464874305692,50,mpmath.zetazero (mpmath python)
472,775.04784709658050805001699296920556065181629999915,50,mpmath.zetazero (mpmath python)
473,775.99971196317144247773158260303119805896724656597,50,mpmath.zetazero (mpmath python)
474,777.29974852959256481651097706287499043406783023485,50,mpmath.zetazero (mpmath python)
475,779.15707694918900406392453774211992406951995328439,50,mpmath.zetazero (mpmath python)
476,780.34892500418167053812778355079498695217518028781,50,mpmath.zetazero (mpmath python)
477,782.13766439081209475431768732778656517513349371473,50,mpmath.zetazero (mpmath python)
478,782.59794394607353986616650574409293082989737774868,50,mpmath.zetazero (mpmath python)
479,784.28882261246550146314609966577582028787455543828,50,mpmath.zetazero (mpmath python)
480,785.73908970071505184064618776907869430184165073648,50,mpmath.zetazero (mpmath python)
481,786.46114745050627745989678749687847268332969658934,50,mpmath.zetazero (mpmath python)
482,787.46846381591003838147349962303003696400511736007,50,mpmath.zetazero (mpmath python)
483,790.05909236411956429494600325468193375439025709140,50,mpmath.zetazero (mpmath python)
484,790.83162046792103501908293139479826372245277790570,50,mpmath.zetazero (mpmath python)
485,792.42770760860452686639107018912141279560800215753,50,mpmath.zetazero (mpmath python)
486,792.88865256262258804224275320635308278605249521915,50,mpmath.zetazero (mpmath python)
487,794.48379186989316448131837527744619141905530294931,50,mpmath.zetazero (mpmath python)
488,795.60659615616241262791255804776511312182257831510,50,mpmath.zetazero (mpmath python)
489,797.26347003803558491619170457741738947467327563195,50,mpmath.zetazero (mpmath python)
490,798.70757016629621130969195342172827421015177055012,50,mpmath.zetazero (mpmath python)
491,799.65433621089763277282689066353753678263881585720,50,mpmath.zetazero (mpmath python)
492,801.60424646298205596667661614243729848399383142639,50,mpmath.zetazero (mpmath python)
493,802.54198487841814966241714105896808612633067157671,50,mpmath.zetazero (mpmath python)
494,803.24309620427019419022622905382030142607255229317,50,mpmath.zetazero (mpmath python)
495,804.76223911266176395159578396303783643788954415346,50,mpmath.zetazero (mpmath python)
496,805.86163566709480283680319154272653043268925516153,50,mpmath.zetazero (mpmath python)
